name,locality,lat,long,review
Hotel Park,"Shop 17, Ashwathnagar, Thanisandra Main Road, Yehlanka, Jakkur, Bangalore",13.0509650569,77.6307135075,11
Amrutha Hyderabadi Biriyani,"93, 1st Floor, N.L. Arcade, Rammurthy Nagar, Bangalore",13.0116939022,77.6723920181,216
Abhinandana Gardenia,"11/12, Thanisandra, R K Hegde Nagar, Main Road, Jakkur, Bangalore",13.0680020563,77.6297807693,70
Royal Daawat,"594, Site 10, First Floor, Anjanadri Building, K Narayanpura, SRK Nagar, Hennur, Bangalore",13.0658887886,77.6423273937,158
Biryani Chefs,"Ite 26-27, R S Plaza, Jayanthi Grama Extension, Banaswadi, Bangalore",13.0256373174,77.6674262434,5
Saiko Sushi House,"Seethappa Colony, Hal 3rd Stage, 10th Main Road, Thippasandra, Bangalore",12.9735660553,77.6536560059,19
Khichdi Kahani,"36, Garden Street, Near Old Police Station, Rammurthy Nagar, Bangalore",13.0125200000,77.6694540000,7
PVR Café,"M/s Regalia Elements Mall, 4th Floor, 100 Feet Main Road, Thanisandra Road, Nagavara Village, Nagawara, Bangalore",13.0451000000,77.6265000000,179
Veg Daawat By Behrouz,"Site 8, New 1, Channasandra, Property 121, 2nd Main Road, Kr Puram Hobli, Banaswadi, Bangalore",13.0097990000,77.6577310000,5
Shawarma Addiction,"Shop 2, Bharath Nagar, Thanisandra Main Road, Opposite Shiva Nursing Home, Nagawara, Bangalore",13.0501710526,77.6302320510,61
Basant Mess,"347, 1st Cross, H Narayanappa Block, Nagawara, Bangalore",13.0414580679,77.6219892874,11
Good Food,"81/38, Rachenahalli, Hebbala, Nagawara, Bangalore",13.0581730360,77.6228130609,13
Signature Wraps & Rolls By Faasos,"Site 8, New 1, Channasandra, Propery 121, 2nd Main Road, Kr Puram Hobli, Banaswadi, Bangalore",13.0097990000,77.6577310000,0
Krishna Jodhpur Sweets,"Shop 416, Shabari Nagar Main Road, Behind Canara Bank, Hegde Nagar, Hennur, Bangalore",13.0717336829,77.6342382655,743
Swad,"No 20, Near New Udupi Upahar Restaurant, B.B.M.P North, Hebbala, Nagawara, Bangalore",13.0414489223,77.6218176426,103
Aqni,"3157, 2nd Block, Near Petrol Pump, HBR Layout, Bangalore",13.0245495731,77.6301314682,363
Maax5 Mandi,"343/3/42/1 and 1106/26/3/42, 498/1 and Site 1 and 54, First Floor, 11th Cross, Shanthi Layout main Road, 2nd Stage, Akshaya Nagar, Bangalore",13.0201152504,77.6843151078,12
RRB Ambur Hot Dum Biriyani,"28, 5th Main Road, Adarsh nagar, Near Reliance Fresh, RT Nagar, Bangalore",13.0308296793,77.6082567126,117
The Chef's Hand,"63, Appa Rao Layout, Yernapalya Road, Rammurthy Nagar, Bangalore",13.0117324000,77.6728405000,82
Stonelicious,"5, 12th Cross, 2nd Main, Pai Layout, Old Madras Road, Bangalore",12.9927595243,77.6669035479,564
Sherlock's Pub,"K.G.S Arcade, 3rd Floor, Ward 54, Hennur, Bangalore",13.0697285000,77.6518664000,65
Narayana Pastries,"72/A/46, Ground Floor, Dasarahalli, Hebbal, Bangalore",13.0558255000,77.6109966000,158
SK Pork Hub,"102, Opposite Axis ATM, Mariyannappalya, Hebbal, Bangalore",13.0491560000,77.6119641000,44
Biryani Palace,"Ground Floor, 7th Cross, RK Hedgenagar, Jakkur, Bangalore",13.0679788682,77.6311872527,0
Mallika Donne Biriyani,"Ground Floor, Kothanur Village, Hennur, Bangalore",13.0626625251,77.6492971927,0
Taiki,"656, 100 Feet Road, Indiranagar, Bangalore",12.9770179984,77.6406547800,1443
Taawoon Restaurant,"K Narayanapura Main Road, Kothanur, Hennur, Bangalore",13.0645012782,77.6484331861,260
Om Ganesh Fresh Juice & Ice Cream  Parlour,"Shop 03, Ming Arcade Building, Shivram Kanta Nagar, Tanisandra Main Road, Nagawara, Bangalore",13.0465922858,77.6280986890,260
Bismillah Kabab Center,"101, Opposite BSNL Telecom Exchange, Hebbal, Bangalore",13.0261361103,77.6266137511,14
Green Cravings,"102B, First Floor, Motati Meadows, Above ICICI Bank, Nagawarapalya Main Road, CV Raman Nagar, Bangalore",12.9939030000,77.6641990000,15
M.M.A Kabab and Rolls,"285, 10th Main, 100 Feet Road, Doddabanswadi, Near Andhra Bank, Banaswadi, Bangalore",13.0149331172,77.6496773958,155
The Baklava Company,"287/2, 7 A Main Road, 1 Block, HRBR Layout, Kammanahalli, Bangalore",13.0123309032,77.6432115957,390
GHF- Grandma's Home Foods,"1057, 3rd Floor, Main Road, Banaswadi, Bangalore",13.0124827000,77.6485895000,236
Edesia by Freshmenu,"102B, First Floor, Motati Meadows, Above ICICI Bank, Nagawarapalya Main Road, CV Raman Nagar, Bangalore",12.9939644000,77.6638581000,231
Al Zahra Hyderabadi Biryani @ 99,"33, First Floor, Gulshan Manzil, 1st Main, A Cross, Kanakanagar, Hebbal, Bangalore",13.0328649000,77.6079970000,246
Biryani Paradise,"81/2, Chanukya Layout, Nagawara, Bangalore",13.0395498976,77.6207849756,193
Bombay Kulfi,"4th Cross, Banaswadi, Bangalore",13.0147008594,77.6426127926,299
Amma's Biryani Mane,"336, Pai Layout, 1st Main, Old Madras Road, Bangalore",12.9923617000,77.6678345000,34
Aaradhana Kitchens,"85/5/17&18, 83/5, Opposite Balaji Fashion, Nagawara, Bangalore",13.0414049000,77.6223218000,31
Eat Express,"15, 2nd Cross, Kanaka Nagar, KR Puram, Bangalore",13.0379200000,77.6835559000,13
D Pub And Restaurant,"118, Horamavu Signal, Outer Ring Road, Near Bajaj Showroom, Banaswadi, Bangalore",13.0186916772,77.6571413130,46
Slurpy Shakes,"#20, Ground Floor, Patel Rayappa Layout, Byrathi Cross Road, Hennur Main Road, Hennur, Bangalore",13.0574600000,77.6475000000,6
CupCake Noggins By CakeZone,"Shop 2, Agon Sports Conplex, Kothanur, Near Bank Of India, Hennur, Bangalore",13.0638200000,77.6489317000,15
Gourmet Ice Cream Cakes By Baskin Robbins,"93/2, Ground Floor, Mosque Road, Frazer Town, Bangalore",12.9970251123,77.6143335924,12
Kutty's Pizzeria,"32, Near Jayalakshmi School, Ms Nagar, Kammanahalli, Bangalore",13.0106018000,77.6394542000,39
T-Hut,"3, 247, Byrathi Village, Hennur, Bangalore",13.0603237290,77.6521198824,28
Tea Talk,"Shop 1, 4/2, Anjanadri Complex, Kothanur Main Road, K Narayanapura, Hennur, Bangalore",13.0658719000,77.6423016000,42
An American Rhapsody,"2, 3rd Floor, Sri Dhatri Nivas, Opposite Manyata Tech Park, Nagawara, Bangalore",13.0410067377,77.6202979685,417
Kolkata Famous Kati Roll,"880, Hennur Village, Near Good Year School, HBR Layout, Bangalore",13.0328330000,77.6309360000,25
My Little China,"Shop No-3 MA COMPLEX Hormavu Agra main road, KR Puram, Hennur, Bangalore",13.0375538657,77.6506850932,33
99 Biryani And More,"237, Nagavara Village, 5th Block, 11th Main Road, Nagawara, Bangalore",13.0355854000,77.6243095000,24
Kuttanadan Restaurant,"75, Jayanthi Grama, Horamavu Village, Kalkere Main Road, Rammurthy Nagar, Bangalore",13.0293701170,77.6644505464,92
Cheezy Pizza,"Old 301, New 32, 1st Cross, Subbanna Palya, Near Jayalakshmi School, Kammanahalli, Bangalore",13.0105316161,77.6394836605,366
Ocean Cake,"27, HH, Lakshmi Narayana, Hennuru, 8th Cross, Sarvagna Nagar, Kalyan Nagar, Bangalore",13.0336400000,77.6331860000,56
Punjabi Restaurant,"32, Near Dr. Ambedkar Medical College, Shampura Main Road, RT Nagar, Bangalore",13.0242150825,77.6128989458,89
S. Vishal Hot Chips,"125, K Putta Swamy Building, Opposite JMJN Hospital, Chanakya Badavane, Thanisandra, Nagawara, Bangalore",13.0394518564,77.6222686396,506
Royal Darbar Family Restaurant,"JMJ Hospital Road, Opposite Manyata Tech Park, Nagawara, Bangalore",13.0393967077,77.6227004081,5
A1 99 Variety Dosa Corner,"Opposite Coffee day, 2nd Main Road, Kasthurinagara, Banaswadi, Bangalore",13.0076161000,77.6587952000,0
Cake Junction,"27, HH Lakshmi Narayana, Property 44/6, 9th Main, 8th Cross, Hennuru Villa, Kalyan Nagar, B.B.M.P East, KR Puram, Bangalore",13.0337830000,77.6336040000,1138
Purvanchal Tokri,"43, Basement Floor, SBI Bank Building, 2nd Cross, Amar Regency Layout, Horamavu Main Road, Banaswadi, Bangalore",13.0235787653,77.6584834233,85
Kelvin Scale - Natural Ice Creams &  Waffle,"Shop 4, 37, N R I Layout, Opposite Water Tank, Double Road, Rammurthy Nagar, Bangalore",13.0256079190,77.6793272048,7
Ciro's Pizzeria,"1081, Hal 2 Stage, 12 Main Road, Indiranagar, Bangalore",12.9700522849,77.6385763984,105
Peppy Parathas & Rolls by Chai Point,"14, K 3/14, Kothanur, New International Airport Road, Hennur, Bangalore",13.0612890000,77.6491040000,12
Gimni's Kitchen,"05, 1st Floor, Opposite Horamavu BBMP Office, Agra Main Road, Chikkapullappa Garden, Banaswadi, Bangalore",13.0294659436,77.6630924642,227
Akshaya Family Restaurant,"87/1, Thambuchettypalya Main Road, Jayanthi Nagar, Hormavu, Kalyan Nagar, Bangalore",13.0284040210,77.6641046628,11
Kabab Corner,"504, 3rd Cross, Kanaka Nagar, RT Nagar, Bangalore",13.0351890103,77.6057555527,296
Hopshaus,"608, 1st Floor, 7th Cross, 12th Main Road, Indiranagar, Bangalore",12.9704777666,77.6448946819,63
Just Bake,"413, Ground Floor, Arka Building, 5th Main, OMBR Layout, Kasturi Nagar, Banaswadi, Bangalore",13.0085278194,77.6555339992,56
The Blue Bawarchi,"374, 1st Cross, H. Narayanappa, Near Manyatta Tech Park, Nagawara, Bangalore",13.0413519137,77.6218357310,62
Treat Restaurant,"6/1, 2nd Cross Road, Vinayaka Layout, Kempapura, Hebbal, Bangalore",13.0495566855,77.6018505916,148
The Punjabi Kitchen,"Ground Floor, Service Road, Manyata Tech Park, Nagawara, Bangalore",13.0414737220,77.6218135147,91
Ranaghor,"120, 10th Main Road, 5th Cross, Coffee Board Layout, Kempapura, Hebbal, Bangalore",13.0508814433,77.6047379896,2206
KT Best Bakery And Sweets,"339, Ground Floor, Rajamma Complex, Main Road, Rammurthy Nagar, Bangalore",13.0113015741,77.6755563542,1174
Robin Brown Ice Cream,"51, Sultanji Gunta Road, New Bamboo Bazaar Road, Shivajinagar, Bangalore",12.9912423594,77.6052603498,243
Facecake,"3, S.P. Naidu Layout, Rammurthy Nagar, Bangalore",13.0086604481,77.6673850045,43
New Darbar Family Restaurant,"1010, 6th Cross, Hegde Nagar K, Narayanapura Cross, Near Bharat Petrol Bunk, Jakkur, Bangalore",13.0679017922,77.6315751672,6
Altaf Chillies Restaurant,"32/1, Cooke Town, Hutchins Road, Frazer Town, Bangalore",13.0038338280,77.6227114722,205
Byg Cafe,"12, 5th Floor, 3rd Cross, Mcechs Layout, Dr SRK Nagar, Jakkur, Bangalore",13.0694320000,77.6281738000,15
Snacks Ville,"81/38, Rachenahalli Main Road, Nagawara, Bangalore",13.0582339000,77.6228171000,65
Cool Maza Juice Corner,"Block 2, 10th Cross, Akshaya Nagar, TC Palya Main Road, Near Oriental Bank Of Commerce, Rammurthy Nagar, Bangalore",13.0207466767,77.6853487641,426
The Indians Restro,"Ground Floor, Sri Ananya Plaza, Jayanti Nagar, Horamavu, Rammurthy Nagar, Bangalore",13.0267685012,77.6657398045,54
Sreeraj Lassi Bar,"669/1, 2nd Block, 1st Stage, 1st Main, HBR Layout, Bangalore",13.0263455502,77.6266315502,35
Shree Taaza Thindi,"11, 4th Cross, OMBR Layout, Dodda, Banaswadi, Bangalore",13.0091372000,77.6495990000,64
Tandoori Flames,"17, Shanti Layout, Main Road, Kowdenahalli, Rammurthy Nagar, Bangalore",13.0190653742,77.6841602102,44
Meghduth Biryanis,"830, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",13.0221944105,77.6472261921,1869
Imperial Restaurant,"921, 5th A Cross, 1st Block, Kalyan Nagar, Bangalore",13.0228196250,77.6476496458,6
Punjabi Nawabi,"Plot 437, 3rd Floor, 9th B Cross, Kalyan Nagar, Bangalore",13.0217452000,77.6478711000,11502
Sardarji Londonwaley,"Plot 437, 3rd Floor, 9th B Cross, Kalyan Nagar, Bangalore",13.0219292939,77.6476994386,10937
Five Star Chicken & Koli Hut,"3, 5th B Cross, 1st Block, Babusapalya, Kalyan Nagar, Bangalore",13.0219102215,77.6505947113,4
Cafe 99 Snacks Parlour,"925, 5th A Cross, 1st Block, Service Road, Near Babusapalya Bus Stop, Kalyan Nagar, Bangalore",13.0227167293,77.6479014382,387
Prowl Foods By Tiger Shroff,"5th Floor, 92985BC, 1st Block, Babu Saplaya, HRBR Layout, Kalyan Nagar, Bangalore",13.0227589000,77.6481741000,157
Kerala Malanadan Kitchen,"925, 5th A Cross, Near Krishna Bhavan Hotel, 1st block, HRBR Layout, Kalyan Nagar, Bangalore",13.0226755710,77.6478665695,110
Lucky Chan - Dimsum & Sushi Parlour,"594, HAL 2nd Stage, 12th Main Road, Indiranagar, Bangalore",12.9702092011,77.6431639865,1450
Winners Pizza - Fresh Dough,"83/83, Karamchand Layout, Lingarajpuram, Arenur, Anekal, Kammanahalli, Bangalore",13.0118890000,77.6236940000,0
New Taste - The Flavors Of Far East,"3/2, 2nd Cross, 2nd Main, Gandhi Nagar, Nagawara, Bangalore",13.0252800000,77.6191100000,250
Kolkata Famous Kati Roll,"1, Babusapalya Main Road, Kalyan Nagar, Bangalore",13.0229803382,77.6482484490,436
Fusion Biryani,"1/60-B, Gangappa Layout, Shakthi Nagar, Near Plague Amman Temple, Old Madras Road, Bangalore",12.9934410000,77.6693300000,4
Cheesecakes By CakeZone,"229 Ground Floor, Muniswappa Sreet, Near Ganesha Temple Banaswadi, Bangalore",13.0079940000,77.6419450000,0
The Lassi Corner,"Plot 33/1, Angadi Papanna Circle, Kothanur Junction, Hennur, Bangalore",13.0641661885,77.6493867114,51
Waffle Dreams,"Food Court, Elements Mall, 100 Wide, Thanisandra Main Road, 5th Block, MS Ramaiah North City, Kasba Hobil, Nagawara, Bangalore",13.0453060000,77.6268740000,18
The Meals Junction,"20, 1st Cross, Near Marwari Basa, MS Ramaiah Road, Near Manyata Tech Park, Nagawara, Bangalore",13.0414595841,77.6218265890,589
Happy Belly Restaurant,"K Narayanapura Road, Kothanur Post Bangalore, Hennur, Bangalore",13.0649357000,77.6465912000,83
Anwar Pan Stall,"13, 1st Cross, Bilal Nagar, Sagayapuram, Nagaawara Main Road, Near Republic School, Frazer Town, Bangalore",13.0094634057,77.6148639992,50
New Punjabi Veg Restaurant,"22/86, Fourth Cross, Munivenkatappa Layout, Nagawara, Bangalore",13.0403810000,77.6223490000,64
Mahanthi's,"444, Aswath Nagar, 1st Cross, Opposite Anjaneya Temple, Main Road, Thanisandra, Nagawara, Bangalore",13.0519533000,77.6307309000,146
Marwari Basa,"21, 1st Cross, Naranyappa Block, Outer Ring Road, Near Prithvi Theatre & Manayata Tech Park, Nagawara, Bangalore",13.0414773390,77.6218994334,160
PS 99 Variety Dosa & Pav Bhaji,"81/3, Chanakya Layout, Philomina Hospital Road, Nagawara, Bangalore",13.0398321066,77.6203940436,6
Yummy Paratha's Only,"Near Prithvi Theatre, Manyata Tech Park, Nagawara, Bangalore",13.0414635000,77.6218634000,142
New York Waffles & Dinges,"83/83, Karamchand Layout, Lingarajpuram, Arenur, Anekal, Kammanahalli, Bangalore",13.0118890000,77.6236940000,7
Dilli Angeethi,"3/4, Mariya Street, Mariyannapalya, Opposite Kensri School, Hebbal, Bangalore",13.0492875000,77.6156727000,118
K M H Hot Dum Biryani,"Shop 2, K Channasandra, Kanakanagar Circle, Maragondanahalli Main Road, Rammurthy Nagar, Bangalore",13.0381080000,77.6832590000,0
Kubo,"656, 100 Feet Road, Indiranagar, Bangalore",12.9770179984,77.6406547800,13
Bologna,"759, 1st Floor, 100 Feet Road, Indiranagar, Bangalore",12.9717634138,77.6410128549,2120
McCafe by McDonald's,"6, 7, 8, Ground Floor, Gopalan Signature Mall, Old Madras Road, Bangalore",12.9928621057,77.6615672931,0
The Daily Bowl,"28, First Floor, 6th A Main Road, 5th Cross Shamanna Layout, Banaswadi, Bangalore",13.0116781000,77.6495217000,3
Milano Pizza,"50, Defence Colony, 100 Feet Road, Indiranagar, Bangalore",12.9765105878,77.6411714399,0
Southern Fried Chicken Xtra,"Near Kristu Jayanti College, Narayanapura Cross Road, Hennur, Bangalore",13.0566597000,77.6443147000,32
Hakka Fusion,"51, 10th Cross Street, Kanaka Nagar Main Road, Near Eshwari Enclave, RT Nagar, Bangalore",13.0375620000,77.6051208000,0
The Red Lantern,"No. 1CC-201, Sri Raj, 1st Floor, 1st Cross, 2nd Main East of NGEF, Kasturinagar, K R Puram, B.B.M.P East, Karnataka, Old Madras Road, Bangalore",13.0020707407,77.6615079492,92
Disha Roti Land,"30, Kristu Jayanthi College Road, K Narayana Pura, Hennur, Bangalore",13.0564024970,77.6445496827,190
Miracle Kitchen,"Shop 3, New Rajana Layout, Horamovu Agara, Kalyan Nagar, Bangalore",13.0394345000,77.6555304000,0
MMH Kitchens - Tandoor And Grills,"Shop 1, Jayanti Nagar Circle, Opposite BBMP Office, Horamavu Post, KR Puram, Bangalore",13.0285240000,77.6622000000,66
Roti Curry & Co,"1/60-B, Gangappa Layout, Shakthi Nagar, Near Plague Amman Temple, Old Madras Road, Bangalore",12.9934410000,77.6693300000,4
Blaack Forest,"Shop 2&3, Ramaiah Pullamma Complex, Rammurthy Nagar, Bangalore",13.0214561718,77.6725060120,44
SS Family Resturant,"49 Property, 42/2, Hoysala Nagar, Main Road, Opposite Bharat Petrol Bunk, Rammurthy Nagar, Bangalore",13.0151671934,77.6667422256,47
Bowl It,"Purvanchal Tokri, Horamavu Main Road, Below State Bank Of India, Munireddy Layout, Banaswadi, Bangalore",13.0235572063,77.6585018635,0
Chicken Fusion,"41, KHB Colony, Main Road, Kaveri Nagar, Kanakanagar, RT Nagar, Bangalore",13.0323560745,77.6086872071,0
Kerala Food Court,"8, Shop 3, Jyothi Nagar, Agara Babusapalya Main Road, Near Railway Gate, Kalyan Nagar, Bangalore",13.0332520000,77.6536340000,0
Mag Bites,"192, Near Shampura Railway Gate, 4th Cross, 1st Main, Rashad Nagar, Nagawara, Bangalore",13.0296925000,77.6167014000,0
Zabardast Shawarma Momos & More,"Shop 2 & 3, Ground Floor, 301, 4th Main, OMBR Layout, Banaswadi, Bangalore",13.0067810992,77.6515737176,10
Dil Se Chinese,"28, First Floor, 5th Cross, Shamanna Layout, 6-A Main Road, Banaswadi, Bangalore",13.0116781000,77.6495217000,3
Sanchez Taqueria & Cantina,"608, 12th Main Road, 2nd Stage, Indiranagar, Bangalore",12.9703928189,77.6448946819,367
Delhi Highway,"951, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore",12.9702392596,77.6393374801,5597
Wakame,"966, 12th Main, Hal 2nd Stage, Indiranagar, Bangalore",12.9700938000,77.6395647000,153
London Dairy,"Shop 2, 2nd A Cross, Near Healthcare Pharmacy, Dr. Ambedkar Road, Samadha Nagar, KG Halli, Nagawara, Bangalore",13.0218170000,77.6176530000,13
Donburi,"102 B, First Floor, Motati Meadows, Nagarwarapalya Main Road, Mahadevapura CV Raman Nagar, Bangalore, CV Raman Nagar, Bangalore",12.9939644000,77.6638581000,14
Momo Guy,"83/83, Karamchand Layout, City Square, Godrej Garden City, Kammanahalli, Bangalore",13.0118890000,77.6236940000,6
YourThali,"20, 1st Cross, Service Road, Near Prithvi Theatre, Nagawara, Bangalore",13.0414146263,77.6218953500,0
Barbq & Biryani,"15 & 16, KHB Road, RT Nagar, Bangalore",13.0301626747,77.6082640886,26
Ahmediya Lazeez Kababs,"89/8, Govindapura, Dr. AP Abdul Kalam Road, Nagawara, Bangalore",13.0321989000,77.6215389000,78
Fresh Bowls,"11, 4th Cross, Dodda, Banaswadi, Bangalore",13.0092781834,77.6496703550,0
Jus' Trufs,"Shop 9, Main Road, Jakkur, Bangalore, Jakkur, Bangalore",13.0724956123,77.6038625836,802
The Kitchen,"18/1, 47, Ground Floor, Jayanti Nagar Main Road, Rammurthy Nagar, Bangalore",13.0260520000,77.6667590000,0
Cane Crush Sugarcane Juice And Ice Cream,"Shop 3, Ground Floor, Ombr Layout, 4th Cross, K R Puram, Near ICICI Bank, Banaswadi, Bangalore",13.0091939023,77.6496673375,109
GetAWay – Healthy Ice Creams,"84-171-3, 4Th Cross, B, Channasandra, Benniganahalli, Banaswadi, Bangalore",13.0083585735,77.6620960346,0
Gowdru Mane Hotel,"Makkuntamma, R.M. Nagar, Main Road, Dodda, Banaswadi, Bangalore",13.0148815044,77.6539561898,149
Cake Fort,"53/3, Ground Floor, Opposite to Gopalan Grand Mall, Nagavarapalya Main Road, CV Raman Nagar, Bangalore",12.9936914024,77.6641058035,62
A1 Ambur Biryani Since 2012,"33, 1st Floor, Gulshan Manzil, 1st Main, A Cross, RT Nagar, Bangalore",13.0328719000,77.6079173000,59
Punjabi Food,"22/48, 4th Cross, Munivenkatappa Layout, Nagawara, Bangalore",13.0403966000,77.6223955000,28
Donne Biryani Adda,"11, 4th Cross, OMBR Layout, Dodda, Banaswadi, Bangalore",13.0093010503,77.6496012881,0
Boom Boom Biryani,"33, First Floor, Gulshan Manzil, 1st Main, A Cross, Kanakanagar, Nagawara, Bangalore",13.0328865379,77.6079613343,0
Arusha Grandeur Veg & Non Veg,"123, 10th Cross, Nandhanam Colony, Horamavu Main Road, Banaswadi, Bangalore",13.0227360000,77.6579660000,0
Meghana Lunch Home,"11/A, Netaji Nagar, 1st Cross, Hebbal, Bangalore",13.0488548000,77.6011980000,0
Kudla - Coraltree,"166, Coraltree, MLA Layout, RT Nagar Main Road, Near RT Nagar, Bangalore",13.0177355000,77.5918219000,448
Main Land China Town,"581-12, Tc Palya Main Road, Muninanjappa Layout, Hoysala Nagar, Rammurthy Nagar, Bangalore",13.0143212000,77.6667674000,0
Blaack Forest,"426, Kalkere, Main Road, Near Sai Skanda Apartment, Rammurthy Nagar, Bangalore",13.0281433577,77.6792541146,6
BrunchNbite,"13/9, Ground Floor, Cox Town, Ramakrishnappa Road, Frazer Town, Bangalore",12.9950161000,77.6240898000,444
Royal Bharat Foods & Flavours,"House 108 Pampa Extension, Hebbal Kempapura, Yelahanka, Hebbal, Bangalore",13.0534127000,77.5987393000,119
Biryani Street,"Door 4116, Afzal Layout, Near SKP Shop, Ashwath Nagar, Thanisandra, Nagawara, Bangalore",13.0492202000,77.6347083000,242
Andhra Aromas,"49/83/SA, 2nd Floor, Nagawara, Bangalore",13.0413587729,77.6225934550,22
Shree Ganesha Fruit Juice Center,"9/53, 3rd Cross, 5th Main Road, Vasanthappa Block, Ganganagar, RT Nagar, Bangalore",13.0245701000,77.5893035000,50
Shegan,"Survey 9/2, Patel Ramaiah Garden, Main Road, Kothanur, Hennur, Bangalore",13.0598635443,77.6483362913,32
The Biryani@99,"2nd B Cross, Dodda Banaswadi Main Road, Lakshmamma Layout, Sarvagna Nagar, Banaswadi, Bangalore",13.0148940000,77.6528347000,137
Hotel Karavali,"277, Opposite Umamaheshwari Temple, Ramamurthy Nagar Main Road, Doddadansawadi, Banaswadi, Bangalore",13.0144797087,77.6524638757,17
Tandoori Hub,"2nd B Cross, Lakshmamma Layout, Dodda Banaswadi Main Road, Kalyan Nagar, Bangalore",13.0148237000,77.6528414000,260
Burgers Man,"284/4, Gopal Krishnahaiah Residing, Rammurthy Nagar Main Road, Dodda, Banaswadi, Bangalore",13.0148654979,77.6528028399,501
Peppa Zzing,"15, Wheeler Road, Civil Station, Pulikeshi Nagar, Lingarajapura, Frazer Town, Bangalore",12.9957780000,77.6164720000,233
Ambur Hot Dum Biryani & Fast Food,"109, Anandhpura, T. C. Palya Main Road, KR Puram, Bangalore",13.0238155000,77.6910479000,0
The Fish Box,"33, 1st Floor, Gulshan Manzil, 1st Main, A Cross, Kanaka Nagar, Hebbal, Bangalore",13.0329483000,77.6079813000,0
Cream & Fudge,"4th Floor, MSR Regaliaa Retail Ventures, 100 Feet, Thanisandra, Nagawara, Bangalore",13.0453053935,77.6267854124,23
Taaka Chinese,"102B, First Floor, Nagawarapalya Main Road, Near ICICI Bank, CV Raman Nagar, Bangalore",12.9939030000,77.6641990000,0
Quattro Ristorante,"18, Richmond Town, Convent Road, Near Residency Road, Bangalore",12.9685556546,77.6027799770,439
Enchanté by Chai Point,"14, K 3/14, Kothanur, New International Airport Road, Hennur, Bangalore",13.0612890000,77.6491040000,0
Panda Momos,"83/83, Karamchand Layout, City Square, Godrej Garden City, Kammanahalli, Bangalore",13.0118890000,77.6236940000,4
Fursat,"1064-F, Ground Floor, Guhan Griha, 7th Main, HBR Layout, Bangalore",13.0317101000,77.6321534000,27
Lucknow Express,"Ground Floor, Manyata Tech Park, Service Road, Nagawara, Bangalore",13.0414750579,77.6217901810,35
Cream Square,"Shop 1, M.R. Complex, Near Horamavu Rly Underpass, Banaswadi, Bangalore",13.0255112308,77.6600253582,0
Donne Biryani An More @89,"4116, Afzal Layout, 3rd Main Road, Nagawara, Bangalore",13.0490890000,77.6346887000,57
Samosa Theory,"509/526/3, Opposite Chanuka Layout, Nagawara, Bangalore",13.0405436000,77.6198184000,0
Hyderabadi Nawab's,"33, First Floor, Gulshan Manzil, 1st Main, A Cross, Kanakanagar, RT Nagar, Bangalore",13.0328489743,77.6079807803,64
Indians Chicken Biryani Point,"3, MM Layout, RT Nagar, Bangalore",13.0230836000,77.6101168000,0
Bob's Kitchen,"Kalkere, Near Sai Skanda Apartment, Rammurthy Nagar, Bangalore",13.0267580484,77.6793909073,20
Zainabs Kitchen,"237, 11th Main, 15th Cross, Near Rajatha Greens Apartment, Nagawara, Bangalore",13.0357158746,77.6244032755,300
Chinese Bowl,"240, Opposite Ganesha Temple, Hennur Bande Bus Stop, Kalyan Nagar Post, HBR Layout, Bangalore",13.0368506053,77.6408462226,6
Meghana Biriyanis,"First Floor, 83-17&18, Service Road, Near Manyata Tech Park, Nagawara, Bangalore",13.0416170000,77.6222300000,0
SK Home Delights,"Flat 104, SLV Nivas, 40th Cross, 5th Block, HBR Layout, Bangalore",13.0385027000,77.6313353000,95
Neha's Kitchen,"94/16, Flat T2, 3rd A Cross, Doctor's Layout, Kasturinagar, Banaswadi, Bangalore",13.0067348000,77.6573870000,35
Andhra Chilli's Authentic Andhra Style,"141, Thanisandra Main Road, Kasaba Hobli, North Taluk, Nagawara, Bangalore",13.0414690442,77.6245041494,4
Five Star Chicken,"7, Banjara Crest Apartment, Near indian Academy College, Hennur, Bangalore",13.0308509111,77.6354761049,13
Kwality Wall’s Frozen Dessert and Ice Cream Shop,"Shop 1 & 2, Property-4 & 5, Om Shakthi Temple Road, Kalkere, Horamavu Agara, Rammurthy Nagar, Bangalore",13.0378997529,77.6680706441,263
McDonald's,"3rd Floor, Food Court, Orion East, Banaswadi Main Road, Banaswadi, Bangalore",13.0013438000,77.6326403000,95
Subway,"Orion East Mall, 3rd Floor, Maruti Sevanagar, Banaswadi Main Road, Banaswadi, Bangalore",13.0010717504,77.6326604560,26
Kanti Sweets,"164, Sandeep Arcade, 2nd Main Road, Kasturi Nagar, Banaswadi, Bangalore",13.0016891778,77.6615528762,39
Sri Udupi Food Hub,"1 C-311, S.K.R Estate, 3rd Block, HRBR Layout, Kammanahalli, Bangalore",13.0148854243,77.6333665475,92
Anand Sweets And Savouries,"84, Jayalakshmi Building, Kammanahalli Main Road, Kammanahalli, Bangalore",13.0195935794,77.6368265972,2057
Amma's Pastries,"11, 7th Main, Subbannaiah Palya, 80 Feet Road, Banaswadi, Bangalore",13.0098919971,77.6432119310,790
